代码,名称,申购代码,招股日期,网上发行日期,上市日期,上市板,发行价格,发行市盈率,行业PE(披露值),发行数量总计(万股),新股发行数量(万股),老股转让数量(万股),网下配售数量(万股),网上发行数量(万股),回拨比例(%),预计募资(上市公司)(亿元),募资总额(上市公司)(亿元),募资净额(上市公司)(亿元),上市公司发行费用(万元),上市公司发行费率(%),老股转让费用(万元),转让费率(%),发行费用合计(万元),发行费率(%),承销及保荐费(万元),审计及验资费(万元),法律费用(万元),信息披露费(万元),发行方式,承销方式,主承销商,审计机构,资产评估机构,律师事务所,发行公告日期,承销商认购余股(万股),包销金额(万元),包销比例,面值,省份,证监会行业(2012版),证监会行业,Wind行业,证券类型,交易所,上市首日涨跌幅%,上市5日涨跌幅%,上市10日涨跌幅%,上市20日涨跌幅%
688500.SH,慧辰资讯,787500,2020/6/30,2020/7/7,2020/7/16,科创板,34.21,41.8,40.13,1856.86,1856.86,0,1151.21,705.65,10,6.07,6.35,5.6,7483,11.78,0,0,7483,11.78,5381.86,1060.18,397.93,514.15,"战略配售,网下询价,上网定价",余额包销,中信证券股份有限公司,普华永道中天会计师事务所(特殊普通合伙),山东正源和信资产评估有限公司,北京市金杜律师事务所,2020/7/6,0.67,22.88,0.04,1,北京,互联网和相关服务,社会服务业-专业、科研服务业-社会调查业,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,A股,上海,218.65,-30.02,-38.41,
688488.SH,艾迪药业,787488,2020/6/30,2020/7/7,2020/7/20,科创板,13.99,285.07,33.71,6000,6000,0,4378.55,1621.45,10,8.21,8.39,7.64,7533,8.97,0,0,7533,8.97,5873,766,283,533,"战略配售,网下询价,上网定价",余额包销,华泰联合证券有限责任公司,容诚会计师事务所(特殊普通合伙),厦门市大学资产评估土地房地产估价有限责任公司,上海澄明则正律师事务所,2020/7/6,1.16,16.18,0.02,1,江苏,医药制造业,,医疗保健--制药、生物科技与生命科学--制药--西药,A股,上海,121.02,32.37,36,
300851.SZ,交大思诺,300851,2020/6/23,2020/7/6,2020/7/17,创业板,28.69,21.36,62.41,2173.34,2173.34,0,217.29,1956.05,50,6.24,6.24,5.33,9067.12,14.54,0,0,9067.12,14.54,5800,1646.6,900,604.83,"网下询价,上网定价",余额包销,国信证券股份有限公司,天健会计师事务所(特殊普通合伙),北京天健兴业资产评估有限公司,北京市天元律师事务所,2020/7/3,3.32,95.24,0.15,1,北京,软件和信息技术服务业,信息技术业,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,A股,深圳,43.99,61.05,30.07,
688567.SH,孚能科技,787567,2020/6/24,2020/7/6,2020/7/17,科创板,15.9,1737.49,25.39,21413.39,21413.39,0,16872.39,4541,10,36.17,34.05,32.25,18022.23,5.29,0,0,18022.23,5.29,15660.38,950,670.52,471.7,"战略配售,网下询价,上网定价",余额包销,华泰联合证券有限责任公司,安永华明会计师事务所(特殊普通合伙),中联资产评估集团有限公司,北京市竞天公诚律师事务所,2020/7/3,5.43,86.33,0.03,1,江西,电气机械和器材制造业,,工业--资本货物--电气设备--电气部件与设备,A股,上海,75.85,-0.79,-2.72,
688567.SH,孚能科技,787567,2020/6/24,2020/7/6,2020/7/17,科创板,15.9,1737.49,25.39,21413.39,21413.39,0,16872.39,4541,10,36.17,34.05,32.25,18022.23,5.29,0,0,18022.23,5.29,15660.38,950,670.52,471.7,"战略配售,网下询价,上网定价",余额包销,东吴证券股份有限公司,安永华明会计师事务所(特殊普通合伙),中联资产评估集团有限公司,北京市竞天公诚律师事务所,2020/7/3,5.43,86.33,0.03,1,江西,电气机械和器材制造业,,工业--资本货物--电气设备--电气部件与设备,A股,上海,75.85,-0.79,-2.72,
688567.SH,孚能科技,787567,2020/6/24,2020/7/6,2020/7/17,科创板,15.9,1737.49,25.39,21413.39,21413.39,0,16872.39,4541,10,36.17,34.05,32.25,18022.23,5.29,0,0,18022.23,5.29,15660.38,950,670.52,471.7,"战略配售,网下询价,上网定价",余额包销,中信证券股份有限公司,安永华明会计师事务所(特殊普通合伙),中联资产评估集团有限公司,北京市竞天公诚律师事务所,2020/7/3,5.43,86.33,0.03,1,江西,电气机械和器材制造业,,工业--资本货物--电气设备--电气部件与设备,A股,上海,75.85,-0.79,-2.72,
688579.SH,山大地纬,787579,2020/6/24,2020/7/6,2020/7/17,科创板,8.12,46.49,62.8,4001,4001,0,2860.75,1140.25,10,4.24,3.25,2.8,4486.67,13.81,0,0,4486.67,13.81,3000,547.17,367.92,533.84,"战略配售,网下询价,上网定价",余额包销,民生证券股份有限公司,大华会计师事务所(特殊普通合伙),中铭国际资产评估(北京)有限责任公司,北京市康达律师事务所,2020/7/3,1.35,10.93,0.03,1,山东,软件和信息技术服务业,信息技术业-计算机应用服务业-计算机软件开发与咨询,信息技术--软件与服务--软件--应用软件,A股,上海,271.92,-14.5,-18.97,
605108.SH,同庆楼,707108,2020/6/24,2020/7/6,2020/7/16,主板,16.7,18.67,24.41,5000,5000,0,500,4500,50,8.35,8.35,7.35,9970,11.94,0,0,9970,11.94,7021.87,1791.51,613.21,474.53,"网下询价,上网定价",余额包销,国元证券股份有限公司,容诚会计师事务所(特殊普通合伙),中水致远资产评估有限公司,上海市锦天城律师事务所,2020/7/3,12.2,203.78,0.24,1,安徽,餐饮业,,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--餐馆,A股,上海,44.01,28.07,26.49,
688309.SH,恒誉环保,787309,2020/6/23,2020/7/3,2020/7/14,科创板,24.79,31.44,39.13,2000.27,2000.27,0,1240.17,760.1,10,6.93,4.96,4.36,6012.86,12.13,0,0,6012.85,12.13,4462.8,662.26,360,499.06,"战略配售,网下询价,上网定价",余额包销,方正证券承销保荐有限责任公司,天职国际会计师事务所(特殊普通合伙),沃克森(北京)国际资产评估有限公司,北京德恒律师事务所,2020/7/2,1.05,26.14,0.05,1,山东,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业-其他专用设备制造业,工业--资本货物--机械--工业机械,A股,上海,239.73,-28.05,-37.91,
300850.SZ,新强联,300850,2020/6/22,2020/7/2,2020/7/13,创业板,19.66,22.38,29.75,2650,2650,0,265,2385,50,5.21,5.21,4.42,7864,15.09,0,0,7864,15.09,5775.28,833.02,564.72,660,"网下询价,上网定价",余额包销,东兴证券股份有限公司,大华会计师事务所(特殊普通合伙),中京民信(北京)资产评估有限公司,北京市中伦律师事务所,2020/7/1,3.31,65.11,0.12,1,河南,通用设备制造业,,工业--资本货物--机械--工业机械,A股,深圳,44,61.07,74.71,
688060.SH,云涌科技,787060,2020/6/19,2020/7/1,2020/7/10,科创板,44.47,41.9,61.04,1500,1500,0,930,570,10,3.84,6.67,6.02,6495.28,9.74,0,0,6495.28,9.74,5015.47,544.34,396.23,512.26,"战略配售,网下询价,上网定价",余额包销,浙商证券股份有限公司,中天运会计师事务所(特殊普通合伙),中联资产评估集团有限公司,国浩律师事务所,2020/6/30,0.69,30.87,0.05,1,江苏,软件和信息技术服务业,,信息技术--技术硬件与设备--电子设备、仪器和元件--电子设备和仪器,A股,上海,468.05,-33.09,-37.84,
300849.SZ,锦盛新材,300849,2020/6/17,2020/6/29,2020/7/10,创业板,13.99,22.99,29.29,2500,2500,0,250,2250,50,3.5,3.5,2.93,5690,16.27,0,0,5690,16.27,2868,1373.55,738.68,603.11,"网下询价,上网定价",余额包销,安信证券股份有限公司,中汇会计师事务所(特殊普通合伙),天源资产评估有限公司,上海市锦天城律师事务所,2020/6/24,6.85,95.82,0.27,1,浙江,橡胶和塑料制品业,,材料--材料Ⅱ--容器与包装--金属与玻璃容器,A股,深圳,44.03,61.09,51.02,
300852.SZ,四会富仕,300852,2020/6/23,2020/6/29,2020/7/13,创业板,33.06,22.99,43.72,1416,1416,0,,1416,0,4.68,4.68,4.22,4578.74,9.78,0,0,4578.74,9.78,3510.97,485.85,130.19,449.06,上网定价,余额包销,民生证券股份有限公司,天职国际会计师事务所(特殊普通合伙),沃克森(北京)国际资产评估有限公司,北京观韬中茂律师事务所,2020/6/24,3.67,121.47,0.26,1,广东,计算机、通信和其他电子设备制造业,,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳,44.01,61.06,132.79,
605199.SH,葫芦娃,707199,2020/6/17,2020/6/29,2020/7/10,主板,5.19,22.98,44.5,4010,4010,0,401,3609,60,2.08,2.08,1.51,5707.93,27.43,0,0,5707.93,27.43,3700,919.81,500,518.87,"网下询价,上网定价",余额包销,中信建投证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,北京国枫律师事务所,2020/6/24,10.29,53.43,0.26,1,海南,医药制造业,,医疗保健--制药、生物科技与生命科学--制药--西药,A股,上海,43.93,60.91,159.04,
300840.SZ,酷特智能,300840,2020/5/25,2020/6/24,2020/7/8,创业板,5.94,22.96,14.95,6000,6000,0,600,5400,50,3.56,3.56,3.16,4079.13,11.45,0,0,4079.13,11.45,2923,522.64,108.49,490.57,"网下询价,上网定价",余额包销,中德证券有限责任公司,瑞华会计师事务所(特殊普通合伙),"北京中天华资产评估有限责任公司,青岛天和资产评估有限责任公司",上海市锦天城律师事务所,2020/6/23,11.66,69.26,0.19,1,山东,纺织服装、服饰业,,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,A股,深圳,43.94,61.17,159.77,
688568.SH,中科星图,787568,2020/6/16,2020/6/24,2020/7/8,科创板,16.21,37.88,60.15,5500,5500,0,3601.9,1898.1,10,7.91,8.92,8.01,9086.6,10.19,0,0,9086.6,10.19,7141.32,753.77,620,515.09,"战略配售,网下询价,上网定价",余额包销,中信建投证券股份有限公司,立信会计师事务所(特殊普通合伙),"中京民信(北京)资产评估有限公司,北京北方亚事资产评估事务所(特殊普通合伙)",北京市君合律师事务所,2020/6/23,2.37,38.38,0.04,1,北京,软件和信息技术服务业,,信息技术--软件与服务--软件--应用软件,A股,上海,438.37,10.39,-15.29,
688027.SH,国盾量子,787027,2020/6/16,2020/6/24,2020/7/9,科创板,36.18,196.99,43.43,2000,2000,0,1320,680,10,3.71,7.24,6.56,6766.06,9.35,0,0,6766.06,9.35,3894.4,1680,550,519.01,"战略配售,网下询价,上网定价",余额包销,国元证券股份有限公司,容诚会计师事务所(特殊普通合伙),"北京经纬仁达资产评估有限公司,安徽中联国信资产评估有限责任公司",安徽天禾律师事务所,2020/6/23,0.8,28.95,0.04,1,安徽,计算机、通信和其他电子设备制造业,,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,上海,923.91,12.03,-8.26,
300847.SZ,中船汉光,300847,2020/6/15,2020/6/23,2020/7/9,创业板,6.94,18,43.24,4934,4934,0,493.4,4440.6,50,3.42,3.42,3.03,3905.72,11.41,0,0,3905.72,11.41,2655.66,617.92,170,452.83,"网下询价,上网定价",余额包销,海通证券股份有限公司,立信会计师事务所(特殊普通合伙),"上海东洲资产评估有限公司,北京国友大正资产评估有限公司",北京市金杜律师事务所,2020/6/22,6.16,42.78,0.12,1,河北,计算机、通信和其他电子设备制造业,,信息技术--技术硬件与设备--办公电子设备Ⅲ--办公电子设备,A股,深圳,43.95,61.06,159.46,
300847.SZ,中船汉光,300847,2020/6/15,2020/6/23,2020/7/9,创业板,6.94,18,43.24,4934,4934,0,493.4,4440.6,50,3.42,3.42,3.03,3905.72,11.41,0,0,3905.72,11.41,2655.66,617.92,170,452.83,"网下询价,上网定价",余额包销,华龙证券股份有限公司,立信会计师事务所(特殊普通合伙),"上海东洲资产评估有限公司,北京国友大正资产评估有限公司",北京市金杜律师事务所,2020/6/22,6.16,42.78,0.12,1,河北,计算机、通信和其他电子设备制造业,,信息技术--技术硬件与设备--办公电子设备Ⅲ--办公电子设备,A股,深圳,43.95,61.06,159.46,
688377.SH,迪威尔,787377,2020/6/15,2020/6/23,2020/7/8,科创板,16.42,33.71,37.94,4866.7,4866.7,0,3017.35,1849.35,10,6.07,7.99,7.24,7523.58,9.41,0,0,7523.58,9.41,5654.1,773.58,518.87,489.62,"战略配售,网下询价,上网定价",余额包销,华泰联合证券有限责任公司,公证天业会计师事务所(特殊普通合伙),金证(上海)资产评估有限公司,国浩律师事务所,2020/6/22,2.23,36.7,0.05,1,江苏,专用设备制造业,,能源--能源Ⅱ--能源设备与服务--石油天然气设备与服务,A股,上海,143.61,-10.43,-18.15,
300845.SZ,捷安高科,300845,2020/6/11,2020/6/22,2020/7/3,创业板,17.63,21.15,59.92,2309,2309,0,230.9,2078.1,50,4.07,4.07,3.4,6690.55,16.44,0,0,6690.55,16.44,4151.61,1037.74,650.94,845.48,"网下询价,上网定价",余额包销,民生证券股份有限公司,天健会计师事务所(特殊普通合伙),开元资产评估有限公司,北京市君致律师事务所,2020/6/19,3.78,66.56,0.16,1,河南,软件和信息技术服务业,信息技术业-计算机应用服务业-计算机软件开发与咨询,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,A股,深圳,44.02,61.05,112.21,
300843.SZ,胜蓝股份,300843,2020/6/10,2020/6/19,2020/7/2,创业板,10.01,19.74,43.13,3723,3723,0,372.3,3350.7,50,3.73,3.73,3.22,5107.57,13.71,0,0,5107.57,13.71,3404.05,647.17,445.82,525,"网下询价,上网定价",余额包销,渤海证券股份有限公司,致同会计师事务所(特殊普通合伙),广东中广信资产评估有限公司,北京市嘉源律师事务所,2020/6/18,6.25,62.55,0.17,1,广东,计算机、通信和其他电子设备制造业,,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳,43.96,61.07,159.4,
688600.SH,皖仪科技,787600,2020/6/10,2020/6/19,2020/7/3,科创板,15.5,38.81,29.7,3334,3334,0,2067.1,1266.9,10,3.14,5.17,4.58,5846.76,11.31,0,0,5846.76,11.31,4136.54,783.02,377.36,483.96,"战略配售,网下询价,上网定价",余额包销,光大证券股份有限公司,容诚会计师事务所(特殊普通合伙),中水致远资产评估有限公司,安徽天禾律师事务所,2020/6/18,1.54,23.84,0.05,1,安徽,仪器仪表制造业,,信息技术--技术硬件与设备--电子设备、仪器和元件--电子设备和仪器,A股,上海,131.61,3.79,-10.45,
300846.SZ,首都在线,300846,2020/6/10,2020/6/18,2020/7/1,创业板,3.37,22.95,59.66,5000,5000,0,500,4500,60,1.69,1.69,1.22,4692.07,27.85,0,0,4692.07,27.85,3301.89,452.83,404.06,500,"网下询价,上网定价",余额包销,中信证券股份有限公司,大华会计师事务所(特殊普通合伙),北京国融兴华资产评估有限责任公司,北京市金杜律师事务所,2020/6/17,5.9,19.89,0.12,1,北京,软件和信息技术服务业,信息技术业-计算机应用服务业-其他计算机应用服务业,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,A股,深圳,43.92,61.24,159.79,
300839.SZ,博汇股份,300839,2020/5/19,2020/6/17,2020/6/30,创业板,16.26,22.99,14.55,2600,2600,0,260,2340,50,4.23,4.23,3.82,4066.26,9.62,0,0,4066.26,9.62,2528.3,820.75,311.32,379.25,"网下询价,上网定价",余额包销,光大证券股份有限公司,立信会计师事务所(特殊普通合伙),,上海市锦天城律师事务所,2020/6/16,4.41,71.69,0.17,1,浙江,石油加工、炼焦和核燃料加工业,制造业-石油、化学、塑胶、塑料-石油加工及炼焦业-炼焦业,能源--能源Ⅱ--石油、天然气与供消费用燃料--石油与天然气的炼制和销售,A股,深圳,43.97,49,45.88,
688558.SH,国盛智科,787558,2020/6/9,2020/6/17,2020/6/30,科创板,17.37,29.77,29.33,3300,3300,0,2046,1254,10,8.13,5.73,5.2,5274.81,9.2,0,0,5274.81,9.2,3257.22,1084.91,407.55,476.42,"战略配售,网下询价,上网定价",余额包销,申港证券股份有限公司,天健会计师事务所(特殊普通合伙),万隆(上海)资产评估有限公司,江苏世纪同仁律师事务所,2020/6/16,1.39,24.23,0.04,1,江苏,通用设备制造业,,工业--资本货物--机械--工业机械,A股,上海,155.04,-3.07,-3.48,
688528.SH,秦川物联,787528,2020/6/9,2020/6/17,2020/7/1,科创板,11.33,45.43,29.62,4200,4200,0,2604,1596,10,4.66,4.76,4.17,5922.06,12.44,0,0,5922.06,12.44,4229,681.13,466.98,495.28,"战略配售,网下询价,上网定价",余额包销,华安证券股份有限公司,四川华信(集团)会计师事务所(特殊普通合伙),中联资产评估集团有限公司,北京市金杜律师事务所,2020/6/16,1.89,21.4,0.04,1,四川,仪器仪表制造业,,工业--资本货物--机械--工业机械,A股,上海,186.41,-8.07,-11.56,
603087.SH,甘李药业,732087,2020/6/8,2020/6/16,2020/6/29,主板,63.32,22.99,42.82,4020,4020,0,402,3618,60,25.45,25.45,24.41,10432.95,4.1,0,0,10432.95,4.1,8000,745.62,1065,500,"网下询价,上网定价",余额包销,中信证券股份有限公司,安永华明会计师事务所(特殊普通合伙),北京国融兴华资产评估有限责任公司,北京市中伦律师事务所,2020/6/15,13.81,874.65,0.34,1,北京,医药制造业,,医疗保健--制药、生物科技与生命科学--生物科技Ⅲ--生物科技,A股,上海,44,61.06,159.39,
603087.SH,甘李药业,732087,2020/6/8,2020/6/16,2020/6/29,主板,63.32,22.99,42.82,4020,4020,0,402,3618,60,25.45,25.45,24.41,10432.95,4.1,0,0,10432.95,4.1,8000,745.62,1065,500,"网下询价,上网定价",余额包销,东方证券承销保荐有限公司,安永华明会计师事务所(特殊普通合伙),北京国融兴华资产评估有限责任公司,北京市中伦律师事务所,2020/6/15,13.81,874.65,0.34,1,北京,医药制造业,,医疗保健--制药、生物科技与生命科学--生物科技Ⅲ--生物科技,A股,上海,44,61.06,159.39,
600956.SH,新天绿能,730956,2020/6/3,2020/6/12,2020/6/29,主板,3.18,8.96,20.79,13475,13475,0,1347.5,12127.5,60,4.29,4.29,3.9,3867.57,9.03,0,0,3867.57,9.03,2830.19,117.92,192.37,630,"网下询价,上网定价",余额包销,中德证券有限责任公司,安永华明会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,北京市嘉源律师事务所,2020/6/11,24.56,78.09,0.18,1,河北,燃气生产和供应业,电力、煤气及水的生产和供应业-电力、蒸汽、热水的生产和供应业-电力生产业,公用事业--公用事业Ⅱ--燃气Ⅲ--燃气,A股,上海,44.03,60.92,159.17,
600956.SH,新天绿能,730956,2020/6/3,2020/6/12,2020/6/29,主板,3.18,8.96,20.79,13475,13475,0,1347.5,12127.5,60,4.29,4.29,3.9,3867.57,9.03,0,0,3867.57,9.03,2830.19,117.92,192.37,630,"网下询价,上网定价",余额包销,国泰君安证券股份有限公司,安永华明会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,北京市嘉源律师事务所,2020/6/11,24.56,78.09,0.18,1,河北,燃气生产和供应业,电力、煤气及水的生产和供应业-电力、蒸汽、热水的生产和供应业-电力生产业,公用事业--公用事业Ⅱ--燃气Ⅲ--燃气,A股,上海,44.03,60.92,159.17,
